,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
178180,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class1,MOTRX,93.6269,,,
178189,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,IV Market,IV Market,Not Available,Class1,MOTRX,1.6726,,,
178375,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class3,TRX,65.5935,,,77.01396962
178418,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class1,NBRX,33.6799,,,
178469,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,TRX,498.9045,,,
178540,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,87.5912,,,
178645,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class1,TRX,461.0672,,,
178711,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Oral Market,Oral Market,Not Available,Class2,MOTRX,1568.6764,,,
178812,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,,,
178824,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class3,TRX,2.6546,,,
178985,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,110.7046,,,
179170,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,146.6643,,,
179204,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,1082.8855,,,
179385,Brand30,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class4,MOTRX,174.5992,,,
179496,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,12.0196,,,
179518,Brand11,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,9.3275,,,
179665,Brand29,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class4,NBRX,4.7726,,,
179897,Brand24,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class2,TRX,2955.5066,,,
179962,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,TRX,5.2027,,,
179986,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,228.2045,,,
179993,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class3,MOTRX,3.2486,,,3.812415564
180285,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,970.3805,,,
180290,Brand36,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Oral Market,Oral Market,Not Available,Class2,NBRX,52.0169,52.0169,,
180327,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,NBRX,40.1081,,,
180409,Brand13,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,1.854,,,
180450,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,5.1829,,,
180461,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,347.8187,,,
180491,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication3,Other Market,Other Market,Not Available,Class1,NBRX,0.0,,,
180648,Brand25,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,2.4242,,,
180669,Brand22,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,TRX,48.2066,,,
180696,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,IV Market,Not Available,Not Available,Class1,NBRX,0.0,,,
180797,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class1,NBRX,1.9284,,,
181012,Brand24,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Oral Market,Oral Market,Not Available,Class2,MOTRX,1.0006,,,
181033,Brand18,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,81.2142,,,
181037,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,14.4589,,,
181082,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication3,Not Available,Not Available,Not Available,Class3,MOTRX,4.7349,,,5.556672553
181096,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class2,TRX,74.2277,74.2277,,
181122,Brand33,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,1.0265,,,
181130,Brand29,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class4,MOTRX,4004.8247,4004.8247,,
181148,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,MOTRX,510.6364,510.6364,,
181234,Brand24,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,264.522,264.522,,
181329,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,IV Market,IV Market,Not Available,Class1,MOTRX,33.822,33.822,,
181331,Brand11,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,60.2815,,,
181396,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class3,TRX,955.1644,955.1644,,1121.46786
181403,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,TRX,85.7759,,,
181545,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class3,TRX,4847.9737,,5500.842529,5690.725617
181546,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class3,NBRX,311.2195,,358.6726879,369.1793653
181549,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,IV Market,IV Market,Not Available,Class1,NBRX,0.802,,,
181735,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication3,Not Available,Not Available,Not Available,Class1,MOTRX,3.8659,,,
181862,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,2.486,,,
181913,Brand24,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Oral Market,Oral Market,Not Available,Class2,MOTRX,953.4825,,,
182027,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,5.558,5.558,,
182028,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,MOTRX,41.1311,41.1311,,
182228,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,406.6011,,,
182238,Brand5,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,MOTRX,6.4718,6.4718,,
182319,Brand38,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,NBRX,52.057,52.057,,
182343,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class3,MOTRX,33.515,33.515,,39.33174526
182383,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,17.6783,,,
182386,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,2.3972,,,
182414,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Other Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
182426,Brand30,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,1577.244,,,
182466,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,IV Market,Not Available,Not Available,Class1,TRX,6.7083,,,
182474,Brand30,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class4,MOTRX,13901.464,13901.464,,
182487,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,TRX,3540.8701,3540.8701,,
182494,Brand29,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class4,NBRX,40.1081,40.1081,,
182516,Brand24,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class2,TRX,617.3153,,,
182537,Brand11,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class1,NBRX,18.9982,18.9982,,
182637,Brand22,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class4,MOTRX,98.9343,,,
182727,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Not Available,Not Available,Class1,TRX,6743.8361,6743.8361,,
182735,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Not Available,Not Available,Class1,NBRX,376.9039,376.9039,,
182854,Brand36,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Oral Market,Oral Market,Not Available,Class2,TRX,251.6336,251.6336,,
182912,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class3,NBRX,69.8535,,,82.86264429
182996,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,TRX,38.5468,38.5468,,
183011,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,27.979,27.979,,
183048,Brand30,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,TRX,70.0404,,,
183142,Brand24,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,NBRX,264.522,264.522,,
183163,Brand11,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,73.4383,73.4383,,
183171,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,TRX,2788.8752,2788.8752,2696.087169,3078.452773
183245,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,MOTRX,255.6048,255.6048,,
183266,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class2,NBRX,15.845,15.845,,
183464,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,2128.0998,2128.0998,,
183509,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,NBRX,0.838,0.838,,
183634,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,NBRX,1.1469,1.1469,,
183659,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class3,MOTRX,510.6364,510.6364,,
183675,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,IV Market,IV Market,Not Available,Class1,NBRX,2.8985,2.8985,,
183681,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,NBRX,166.7342,166.7342,,
183708,Brand38,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,MOTRX,103.1341,103.1341,,
183729,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,2.3303,2.3303,,
183745,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,TRX,16.5672,,,
183750,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,1.0058,,,
183780,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class3,NBRX,15.7273,,,18.6562687
183844,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,IV Market,IV Market,Not Available,Class1,NBRX,7.706,7.706,,
183857,Brand13,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,1.0374,,,
183878,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,NBRX,118.7656,118.7656,,
184032,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,NBRX,48.9488,48.9488,,
184046,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
184163,Brand36,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,TRX,312.7023,312.7023,,
184180,Brand11,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,58.8478,,,
184227,Brand11,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,1.9284,1.9284,,
184290,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Not Available,Not Available,Class1,TRX,75.8138,,,
184320,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class2,MOTRX,38.4435,38.4435,,
184387,Brand24,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,NBRX,313.4655,313.4655,,
184443,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Not Available,Not Available,Class1,TRX,10314.2854,,,
184504,Brand11,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
184577,Brand13,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,3.5612,,,
184655,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,39.2628,,,
184935,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Not Available,Not Available,Class1,MOTRX,84.7806,,,
184988,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,TRX,19.2978,19.2978,,21.30146739
185001,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
185015,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,5564.3123,,,
185030,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class1,NBRX,55.2573,,,
185066,Brand11,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication2,BnB IV Market,BnB IV Market,Not Available,Class1,TRX,60.2815,,,
185184,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class3,NBRX,0.0,0.0,,
185246,Brand36,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Oral Market,Oral Market,Not Available,Class2,NBRX,49.694,49.694,,
185254,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,11347.9226,,,
185288,Brand23,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,IV Market,IV Market,Not Available,Class1,TRX,2.7923,,,
185415,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,639.2028,,,
185427,Brand24,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,TRX,617.3153,617.3153,,
185430,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class3,TRX,994.2958,,,1167.412419
185449,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
185506,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,1.1684,,,
185540,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,TRX,1459.5898,,,
185557,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Other Market,Not Available,Not Available,Class1,TRX,2860.2004,2860.2004,,
185614,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,608.7949,,,
185635,Brand13,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,TRX,2.0267,2.0267,,
185692,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,80.2098,,,
185758,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Oral Market,Oral Market,Not Available,Class2,NBRX,38.8798,,,
185796,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class2,NBRX,15.845,,,
185798,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class3,MOTRX,38.4623,,,45.13768121
185896,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,35.3179,35.3179,,
185934,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
186086,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
186103,Brand24,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,MOTRX,717.8127,717.8127,,
186371,Brand33,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,3.4399,,,
186372,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Not Available,Not Available,Class1,TRX,3570.4493,,,
186473,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class2,TRX,4.1839,,,
186505,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class1,MOTRX,14.4589,,,
186538,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class3,TRX,955.1644,955.1644,1083.794855,1121.206272
186632,Brand22,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,NBRX,107.7032,,,
186648,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Not Available,Not Available,Class1,MOTRX,3916.4664,3916.4664,,
186666,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class3,MOTRX,1070.1869,,,1255.924766
186668,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,8.8392,,
186815,Brand24,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,10.6273,,
186876,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,77.4329,,,
186881,Brand24,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,307.2463,,
186954,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,140.6133,140.6133,,
186993,Brand11,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class1,MOTRX,3.505,3.505,,
186997,Brand4,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,MOTRX,12.8126,12.8126,,
187107,Brand7,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,19065.4971,,
187233,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,TRX,4.8507,4.8507,,
187256,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
187385,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Oral Market,Oral Market,Not Available,Class2,NBRX,15.845,,,
187430,Brand24,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,61.7358,,
187548,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,TRX,3765.2325,3765.2325,,
187610,Brand36,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Oral Market,Oral Market,Not Available,Class2,MOTRX,338.0853,338.0853,,
187720,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,TRX,290.3536,290.3536,,
187721,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,18.9982,18.9982,,
187732,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Oral Market,Oral Market,Not Available,Class2,NBRX,0.838,,,
187808,Brand21,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
187809,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,11.4953,11.4953,,
187810,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,15.8048,15.8048,,
